sku,dpa
364d9c85,0.0
364d9c8b,0.0
364dc393,0.0
364de2d7,0.6017702853538187
364de6bc,0.0
364de6bd,0.0
364de6c1,0.0
364deaa4,0.0030881987841803182
364deabe,0.0
364deac0,0.0
364df660,0.0
36531bf5,0.0
36536243,0.0
36536247,0.0
36536249,0.0
3653624f,0.0
36536a10,0.0
36536a12,0.01378636017523227
36536a14,0.0
36536a21,0.0
36536a23,0.012212584447582442
36536a24,0.29693456821120057
36536df6,0.0
36536df8,0.0
36536df9,0.0
365371dc,0.0
3654a222,0.0
3654a224,0.0
3654a22a,0.05479269072860604
3654a22e,0.1386081413585094
3654add1,0.0
3654adda,0.0
3654c8ef,0.0
3654ebdc,0.0
3654ebdf,0.0
3654efd2,0.0
3654efdc,0.0
3654efdf,0.1668591110128207
3654efe1,0.06674449270524929
3654efea,0.0
3654fbc4,0.42793547258306597
366cd2c2,0.0
366cd2c6,0.0
366cd5ed,0.21067747681536775
366cd5f8,0.3009649725354462
366cd5fb,0.41661551534420505
366cd5ff,0.17393484149171634
366e97ce,0.0
366e97d0,0.0
367fb4f4,0.5113574462152368
367fb4f5,0.594164163428183
367fb534,0.004500287062586872
367fb535,0.5928831217472486
367fb53c,0.5589295820834146
367fb590,0.6745890189727144
367fb596,0.3222817529345635
367fb5ec,0.7493465494309886
367fb6ac,0.5663724710710744
367fb6ae,0.1607245353097746
367fb710,0.5929508715680332
367fb713,0.7962013175617808
367fb715,0.10741261164381821
3682977c,0.7771488518979008
36829785,0.7999988587147822
368297ee,0.8185622146589164
368297f2,0.315745556548353
3682a1b2,0.453725141850154
3682a1b3,0.0
3682a410,0.0
3682a6a9,0.8189516310662514
3682a769,0.3536585178736208
3682a76d,0.15133204138407863
3682a95f,-0.630771810188197
3682a963,0.44847796141031837
3682a964,0.1826736511766126
3682a966,0.7997618073150145
3682ac27,0.31619815926086725
3682ad56,0.4675622744344451
3682ad57,0.045004690938463265
3682ad58,0.2175856208202046
3682ad61,0.36838737283053835
3683bdf6,0.3608132519983821
3683c1f1,0.8548312457678512
3683c36e,0.3917989172638172
3683c7c4,0.3003575279669096
3683c7d0,0.6806185992366527
368853c2,0.556935633860768
36887060,0.1422117249603433
36887084,0.2577177794951926
3688709a,0.636002910914432
368870b6,0.017125475851049288
368870ef,0.6477473850914084
36887303,0.2843034046303108
36887369,0.0
36887497,0.31000122986349066
369a87ae,0.2059450499507618
369a896c,0.11077787835098962
369a89ba,0.0
369a89c3,0.0
369a89c7,0.0
369a8aaa,0.3756557874680315
369a8aab,0.5771779344045616
369a8b11,0.014546341068247703
36d9c3cc,0.3208527202148781
36d9c3e4,0.42220295131304175
36d9c3e5,0.2539539312632081
36d9c3e9,0.09112910757664106
36d9c3ea,0.43396774955823403
36d9c502,0.3352537801523069
36d9c504,0.5927366871625124
36d9c505,0.3349686276667194
36d9c506,0.19146619822981503
36dc3ea3,0.9341910821148771
36dc3ea4,0.4762685756995496
36dc3ea5,0.2346789402795042
36dc3f51,0.1493002852367188
36dcbe15,0.07148091188673267
36dd64e5,0.0
36dd64f9,0.0
36dd64fb,0.38908275280751325
36dd6502,0.1686474318580704
36dd8d30,0.05286577283983607
36dd8d42,0.5363599473864422
36de16fe,0.0
36de171d,0.5108710882334095
36de172b,0.08832444910948845
36df26eb,0.14833200487423825
36e0595d,0.46372316741472863
36e05983,0.10016091683394668
36e05993,0.06832671461566531
36e0f089,0.0
36e0f0a8,0.2938428136934911
36e11329,0.049356242034482856
36e116f9,0.26812024067153284
36ff8b61,0.9679388027015489
36ff8b66,0.8798542484018743
36ff8f6f,0.8446943455313575
37008932,0.606827283497156
370a496b,0.2867666326634575
370a4970,0.48985783833932683
370cba4b,0.41833895875901916
370cc602,0.34888825762321307
370ccdd0,0.0
37115dd0,0.1861975864617348
371161b9,0.09982585289173374
37232c76,0.28898896191550494
37232cac,0.0
37232cae,0.9951361732751073
37232d73,0.4420248069136835
37232e7e,0.08476424586553277
37232f55,0.0
3723316e,0.6118218442355394
37233241,0.6736571426133262
37233265,0.5081508489698274
37233266,0.004056208803017491
37233269,0.6181979529686827
3723326a,0.9012313436623536
37233270,0.06727018318861777
3723327f,0.8517733197035914
37233280,-1.6775865708062336
372336ad,0.7570993201961842
372336b0,0.40813291556416087
372336cd,0.5629456243670583
372336ef,0.24761366435574428
3723384f,0.0928768712631316
3.72E+13,0.3772171077867943
372a026b,0.1926566173484514
372a0648,0.0
372a0649,0.0
372a064b,0.3178128387812157
372a064c,0.6165951305341603
372a0661,0.07839110536673155
372a0e18,0.0
372a0e1c,0.0
372a0e26,0.2973821429962239
372a0e29,0.3759008967802374
372a0e31,0.8701678090260132
372a0e32,0.4841233335292411
372a0e39,0.5634719105793788
372a0e3b,0.6030303747714196
372a0e3c,0.393218614494822
372a0e3d,0.0
372a0e72,0.48251992413935607
372a15ea,0.8742038418682068
372a2d58,0.0
372a2d5b,0.0
372a2d6b,0.26729434171972266
372a3143,0.0
372a3910,0.0
372a40ed,0.4377400422613156
372aa960,0.8319816832604082
372b42b7,0.49585663825389004
372b42b9,0.6781016995416311
372b42c7,0.18840165128804065
37318894,0.0
379ca2fe,0.23331689208895823
379ca305,0.39305634680436585
379ca308,0.1376061572285947
379ca3eb,0.10706151550431342
379ca4f8,0.09796373136378456
379ca4fa,0.24512629898657212
379ca654,0.051143067902851835
379ca658,0.6379518521710614
379ca75a,0.14966874756551507
379ca765,0.7435161411592713
379ca7b7,0.7594273237687152
379ca7c0,0.5999406731870768
379cac6f,0.18339498615455108
379cae3d,0.38775512539903356
379cb225,0.8018697452664112
379cd4fe,0.0
379cdcc9,0.0
379ce0a9,0.8358447612307723
379ce878,0.5312800087716745
379ce879,0.20576549670105437
379cec60,0.5084720298560785
38074d73,0.9835801418052196
38074d74,0.49690295079147373
38074d75,0.44209780114788144
38074d76,0.7103988480869954
38074d7b,0.4169734329815511
38074d81,0.836385179400945
38074d85,0.6061578424042627
38074d86,0.6403378635623118
38074d88,0.920999167483817
38074d89,0.43894490406348907
38074d8a,0.9870943126901917
38074dbc,0.49832363782002054
38074dbd,0.8151222709029875
38074dbe,0.9834367741785295
38074dbf,0.9755899680847367
38074dc0,0.521473150552034
38074dc2,0.4756160761088085
380c297c,0.0
3827a627,0.0
3827a6bd,0.4743422659007668
3827a6be,0.6050806116733333
3827a6bf,0.0
3827a6c0,0.0
3827a7c8,0.5148185689892333
3827a7e8,0.8839219991660416
382be6c1,0.0
382d42cc,0.44586423394528685
382d4bdc,0.8795713788048272
382d4bdd,0.7382955661278061
382d4ca4,0.4578216718824889
382d4cc1,0.6122568736392854
382d4cc2,0.5535232936281957
38351194,0.6976838013690025
38351198,0.0
3835119a,0.4899178479805014
3835119c,0.9530427118955784
383516cb,0.1256772987415138
383516cc,0.6469233686755063
383516cd,0.6101856780669546
383516f3,0.7689811810457728
38351b10,0.8165775398979822
38351bf0,0.0
38351bf5,0.0
38351bf6,0.0
38351bf7,0.0
38351c00,0.0
38351c07,0.5648513717875216
38351c08,0.5423256333914943
38351c0a,0.0
38351c0c,0.0
38351c11,0.0
38351c12,0.0
38351c17,0.7722689414544803
38351c1a,0.9703164532057729
38351c1b,0.2510514442250089
38351c1f,0.0
38351c24,0.0
38351c27,0.17684325173733806
38351c28,0.1757615466367647
38351c2a,0.09120497676022898
38351c2b,0.7452961713054864
38351c2c,0.4741950514038392
38351c2d,0.502985092424976
38351c3d,0.045999698397930944
38351c56,0.76291642304479
38351c57,0.8680937101512225
38351c58,0.3992072426299276
38351c5a,0.4805178869393715
38351c69,0.821839267296637
38351c6e,0.9334360200102267
38351c74,0.1297928885424282
38351c79,0.9240098365775427
38351c7e,0.8666349653598713
38454832,0.7718704150940184
38454865,0.955428435740086
3845486b,0.5409666160144124
3845486e,0.3764063965087656
38454898,0.5916507442969581
3845489a,0.0
3845489b,0.6102871384554334
3845489c,0.08338857832785285
3845489d,0.17209564062246896
3845489e,0.6282214599680389
3.85E+04,0.9691509725786083
3.85E+07,0.49706241122661987
38454e0c,0.9813122273891027
3.85E+72,0.43581971348560333
38454e8a,0.0
38471b46,0.83949451619425
38471b53,0.3700705864261643
38471b76,0.03225616710393886
38471bfb,0.3205442630834573
38471c03,0.03743844017694731
38471c04,-0.34178907897623123
38471c4e,0.9931005644210453
38471c70,0.15314306293176727
38471c71,0.0
38471c72,0.6972272059204685
38471c7a,0.34628613323540014
38471cdc,0.5109565754266705
38471cde,0.4252621111204923
38471cdf,0.5603134622352529
38471ce0,0.2665959535659532
38471ce1,0.9461646082583454
38471cef,0.2792489442986854
38472217,0.0
38472260,0.0
38472275,0.0
3847227f,0.0
38472280,0.0
3847275f,0.0
3847278a,0.0
38722a41,0.5627424083668503
387b5733,0.868621577677836
387b5734,0.5693867065661911
387b5738,0.9644999595772086
387b5741,0.0
387b5742,0.06443930210885174
387b575d,-3.515478574487033
387b5783,0.2866931450481711
387b5788,0.9253289494924317
387b578a,0.8333806514218505
387b5c01,0.0
387b5c02,0.0
387b5c03,0.0
387b5c1a,0.880287663202771
387b5c1d,0.5057511859561865
387b5c26,0.4096186980521064
38981967,0.958408766049432
38981969,0.9723669394109197
38981973,0.4896374133230057
38981977,0.6745302327415583
3899ab83,0.4252384711182533
3899ab85,0.8493931957588821
3899ab8d,0.457579738323606
3899ab98,-0.05437680587834448
3899aba3,0.0
3899aba9,0.1022305053052569
3899abaa,-5.046912874505544
3899abc4,0.2162329370925522
3899abd7,0.8650947874745096
3899ac34,0.7105140050239152
3899ac37,0.8082012847843827
3899ac3e,0.7318583171548008
3899ac92,0.535473136014178
3899ac99,0.1046680103753963
3899ac9b,0.8319856070794003
3899aca5,0.3318037110252754
3899accc,0.9471951964946982
3899ad32,0.3600064464930268
3899ad34,0.48810680415400354
3899ad96,0.4011073466057853
3899ad98,0.8513206885161131
3899af74,0.6109818467819077
3899af7e,0.7523037679599129
3899af8c,0.597897143986475
3899af90,0.0
3899af91,0.015744632360480848
3899af97,0.5268686674607685
3899afa2,0.0
3899afae,0.5263061934064848
3899afd2,0.18540288013967576
3899afd7,0.0
3899afde,0.14810403660251847
3899afe6,0.8895425284003946
3899afe7,0.035648046490959207
3899afe8,0.654193902277256
3899aff5,0.8086928632139303
3899b019,0.800840151650547
3899b01b,0.042649366381369624
3899b01d,0.7795174128466705
3899b052,0.5002248541799776
3899b083,0.5277985908115247
3899b0a7,0.14516264483913832
3899b0bf,0.5342345969990266
3899b0c3,0.4948029997727703
3899b0db,0.7156855652708981
3899b0ed,0.5222104711192961
3899b140,0.5078013288887069
3899b15c,0.2523374545434556
3899b15d,0.2573935089204695
3899b356,0.44305301711239575
3899b35a,0.7553733239487239
3899b35b,0.39804284640544607
3899b35c,0.7979579360287142
3899b360,0.5424421020336503
389a10b0,0.6558445759462523
389a10b7,0.1615839175391779
389a3607,0.6506268945641757
389a3668,0.1348035319646036
389a5b9b,0.19035696283806347
389a5bbb,0.18875941037525312
389a5be8,0.80371939660047
389a5bec,0.1831216483682333
389a5c0c,0.9265140991558104
389a5c1c,0.6689824149745671
389a5c5e,0.7314246160194833
389a5c71,0.018332262558428125
389a5c74,0.6968656373563434
389a5c76,0.22466555720699077
389a5c91,0.7623625326511887
389a5ca7,0.27686991553477014
389b7e17,0.2135277988220008
389b84f8,0.419433715583014
389b84f9,0.6879724663390088
389b8508,0.5246489341782894
389b850b,0.520267522362508
389b8517,0.8248381353269123
389b854f,0.7139218080012112
389b8550,0.2552948808443749
389b8553,0.8326276851488721
389b857a,0.5082209163648458
389b8584,0.0
389b8586,0.6579223552940234
389b858a,0.04164507766389969
389b858b,0.4695372668889629
389b858d,0.16099262225426603
389b85ce,0.9980720844032887
389b87ac,0.24528231004509782
389b87bb,0.5334281513739718
389b87d3,0.4308975355338366
389b87d4,0.2757362699256385
389b87d5,0.31315004067671837
389b87d7,0.5398088486395066
389b87d8,0.7471107826193719
389b9d8e,0.4884364109067284
389b9d8f,0.8149599768185642
389b9db0,0.3261087082462263
389b9deb,0.2676001727776802
389bdace,0.7329777798779782
389bdcb5,0.4691424567942898
389bdcb7,0.60265446584248
389c3044,0.788389662230173
389c3046,0.5829965701221933
389c3047,0.5776123451706519
389ccfd8,0.0
389ccfe7,0.658516173796541
